Total general_cotizantes,Total Región Distrito Nacional_cotizantes,Total 0 - Santo Domingo_cotizantes,Distrito Nacional_cotizantes,Monte Plata_cotizantes,Santo Domingo_cotizantes,Total Región Este_cotizantes,Total V - Este_cotizantes,El Seybo_cotizantes,Hato Mayor del Rey_cotizantes,La Altagracia_cotizantes,La Romana_cotizantes,San Pedro de Macorís_cotizantes,Total Región Norte_cotizantes,Total II - Norcentral_cotizantes,Espaillat_cotizantes,Puerto Plata_cotizantes,Santiago_cotizantes,Total III - Nordeste_cotizantes,Duarte_cotizantes,Hermanas Mirabal_cotizantes,Maria Trinidad Sanchez_cotizantes,Samana,Total VII - Cibao Occidental_cotizantes,Dajabon_cotizantes,Montecristi_cotizantes,Santiago Rodriguez_cotizantes,Valverde_cotizantes,Total VIII - Cibao Central_cotizantes,La vega_cotizantes,Monseñor Nouel_cotizantes,Sanchez Ramirez_cotizantes,Total Región Sur_cotizantes,Total I - Valdesia_cotizantes,Peravia_cotizantes,San Cristóbal_cotizantes,San jose de Ocoa,Total IV - Enriquillo_cotizantes,Bahoruco_cotizantes,Barahona_cotizantes,Independencia_cotizantes,Pedernales_cotizantes,Total VI - El Valle_cotizantes,Azua_cotizantes,Elias Piña_cotizantes,San Juan de la Maguana_cotizantes,No Especificada_cotizantes,Month,Year,Periodo de Cobertura,Total general_no_cotizantes,Total Región Distrito Nacional_no_cotizantes,Total 0 - Santo Domingo_no_cotizantes,Distrito Nacional_no_cotizantes,Monte Plata_no_cotizantes,Santo Domingo_no_cotizantes,Total Región Este_no_cotizantes,Total V - Este_no_cotizantes,El Seybo_no_cotizantes,Hato Mayor del Rey_no_cotizantes,La Altagracia_no_cotizantes,La Romana_no_cotizantes,San Pedro de Macorís_no_cotizantes,Total Región Norte_no_cotizantes,Total II - Norcentral_no_cotizantes,Espaillat_no_cotizantes,Puerto Plata_no_cotizantes,Santiago_no_cotizantes,Total III - Nordeste_no_cotizantes,Duarte_no_cotizantes,Hermanas Mirabal_no_cotizantes,Maria Trinidad Sanchez_no_cotizantes,Samaná_regionales,Total VII - Cibao Occidental_no_cotizantes,Dajabon_no_cotizantes,Montecristi_no_cotizantes,Santiago Rodriguez_no_cotizantes,Valverde_no_cotizantes,Total VIII - Cibao Central_no_cotizantes,La vega_no_cotizantes,Monseñor Nouel_no_cotizantes,Sanchez Ramirez_no_cotizantes,Total Región Sur_no_cotizantes,Total I - Valdesia_no_cotizantes,Peravia_no_cotizantes,San Cristóbal_no_cotizantes,San José de Ocoa_regionales,Total IV - Enriquillo_no_cotizantes,Bahoruco_no_cotizantes,Barahona_no_cotizantes,Independencia_no_cotizantes,Pedernales_no_cotizantes,Total VI - El Valle_no_cotizantes,Azua_no_cotizantes,Elias Piña_no_cotizantes,San Juan de la Maguana_no_cotizantes,No Especificada_no_cotizantes,Total general,Total Región Distrito Nacional,Total 0 - Santo Domingo,Distrito Nacional,Monte Plata,Santo Domingo,Total Región Este,Total V - Este,El Seybo,Hato Mayor del Rey,La Altagracia,La Romana,San Pedro de Macorís,Total Región Norte,Total II - Norcentral,Espaillat,Puerto Plata,Santiago,Total III - Nordeste,Duarte,Hermanas Mirabal,Maria Trinidad Sanchez,Samaná,Total VII - Cibao Occidental,Dajabon,Montecristi,Santiago Rodriguez,Valverde,Total VIII - Cibao Central,La vega,Monseñor Nouel,Sanchez Ramirez,Total Región Sur,Total I - Valdesia,Peravia,San Cristóbal,San José de Ocoa,Total IV - Enriquillo,Bahoruco,Barahona,Independencia,Pedernales,Total VI - El Valle,Azua,Elias Piña,San Juan de la Maguana,No Especificada
1101692,411502,411502,338807,7744,64951,80534,80534,4194,4872,18690,27168,25610,225483,127968,13781,23157,91030,33355,18120,5613,6030,3592,22786,3975,5681,3275,9855,41374,22740,10084,8550,89233,46602,8553,35213,2836,18785,4531,10131,2909,1214,23846,8849,2725,12272,294940,12,2009,2009-12-01,986607,436785,436785,358102,9863,68820,83013,83013,4820,5509,15113,30823,26748,285110,152510,19068,24691,108751,46450,24845,8202,8935,4468,27507,4927,6252,4649,11679,58643,30061,16162,12420,116537,59970,11397,44218,4355,24053,5508,13028,3938,1579,32514,12802,3310,16402,65162,2088299,848287,848287,696909,17607,133771,163547,163547,9014,10381,33803,57991,52358,510593,280478,32849,47848,199781,79805,42965,13815,14965,8060,50293,8902,11933,7924,21534,100017,52801,26246,20970,205770,106572,19950,7191,79431,42838,10039,23159,6847,2793,56360,21651,6035,28674,360102
1106637,412758,412758,339428,7691,65639,82072,82072,4112,4963,19556,27567,25874,225417,127604,14078,23749,89777,33181,17918,5629,6101,3533,22967,3989,5635,3404,9939,41665,22849,10261,8555,89118,46296,8475,34982,2839,18895,4578,10163,2926,1228,23927,8817,2778,12332,297272,1,2010,2010-01-01,1010084,446827,446827,365725,10007,71095,85380,85380,4983,5620,15701,31443,27633,293532,156272,19964,25759,110549,48070,25821,8473,9282,4494,28573,5026,6400,4831,12316,60617,31023,16813,12781,118773,60831,11756,44677,4398,24434,5560,13349,3929,1596,33508,13237,3398,16873,65572,2116721,859585,859585,705153,17698,136734,167452,167452,9095,10583,35257,59010,53507,518949,283876,34042,49508,200326,81251,43739,14102,15383,8027,51540,9015,12035,8235,22255,102282,53872,27074,21336,207891,107127,20231,7237,79659,43329,10138,23512,6855,2824,57435,22054,6176,29205,362844
1109888,412746,412746,339602,7760,65384,82647,82647,4016,4893,19869,27781,26088,225062,126129,13811,23668,88650,33635,18090,5645,6241,3659,23084,3974,5610,3534,9966,42214,23310,10387,8517,89693,46859,8693,35309,2857,18875,4556,10174,2926,1219,23959,8872,2758,12329,299740,2,2010,2010-02-01,1023756,452337,452337,369537,10176,72624,86088,86088,4933,5644,15897,31680,27934,297140,158569,20505,25865,112199,48473,25876,8582,9441,4574,28806,5066,6361,4934,12445,61292,31382,16997,12913,120710,62032,12153,45440,4439,24756,5570,13602,3960,1624,33922,13394,3416,17112,67481,2133644,865083,865083,709139,17936,138008,168735,168735,8949,10537,35766,59461,54022,522202,284698,34316,49533,200849,82108,43966,14227,15682,8233,51890,9040,11971,8468,22411,103506,54692,27384,21430,210403,108891,20846,7296,80749,43631,10126,23776,6886,2843,57881,22266,6174,29441,367221
1132104,416544,416544,342561,7752,66231,83171,83171,3951,4940,19862,28022,26396,228739,128916,14030,24133,90753,33697,18158,5680,6211,3648,23267,3974,5653,3554,10086,42859,23650,10514,8695,90007,47216,8792,35560,2864,18695,4483,10035,2936,1241,24096,9016,2752,12328,313643,3,2010,2010-03-01,1048918,464124,464124,378282,10395,75447,88848,88848,5035,5786,16582,32366,29079,304219,161420,20194,26999,114227,49770,26778,8747,9580,4665,29766,5145,6595,5112,12914,63263,32600,17431,13232,124265,63699,12732,46435,4532,25628,5609,14302,4035,1682,34938,13801,3443,17694,67462,2181022,880668,880668,720843,18147,141678,172019,172019,8986,10726,36444,60388,55475,532958,290336,34224,51132,204980,83467,44936,14427,15791,8313,53033,9119,12248,8666,23000,106122,56250,27945,21927,214272,110915,21524,7396,81995,44323,10092,24337,6971,2923,59034,22817,6195,30022,381105
1149674,420343,420343,344985,8034,67324,84299,84299,4086,5127,20023,28347,26716,232430,131623,14306,24385,92932,33332,17668,5699,6293,3672,23528,4061,5701,3602,10164,43947,24689,10628,8630,90429,47441,8696,35870,2875,18788,4495,10073,2949,1271,24200,8933,2821,12446,322173,4,2010,2010-04-01,1070980,472450,472450,384518,10686,77246,90484,90484,5134,5958,17085,32856,29451,312892,166179,20880,27682,117617,50433,26933,8869,9870,4761,30339,5226,6694,5218,13201,65941,34064,18244,13633,126632,65120,12786,47687,4647,26049,5668,14664,4049,1668,35463,13915,3491,18057,68522,2220654,892793,892793,729503,18720,144570,174783,174783,9220,11085,37108,61203,56167,545322,297802,35186,52067,210549,83765,44601,14568,16163,8433,53867,9287,12395,8820,23365,109888,58753,28872,22263,217061,112561,21482,7522,83557,44837,10163,24737,6998,2939,59663,22848,6312,30503,390695
1141771,418309,418309,344032,7793,66484,84385,84385,4047,5013,19716,28408,27201,231363,132058,14484,24070,93504,33735,18121,5696,6235,3683,23268,4055,5635,3336,10242,42302,23357,10446,8499,90039,47497,8817,35891,2789,18814,4468,10090,2947,1309,23728,8953,2815,11960,317675,5,2010,2010-05-01,1080460,475643,475643,387436,10511,77696,91929,91929,5192,5922,17323,33345,30147,315363,168999,21319,28077,119603,51097,27384,8922,9918,4873,30630,5315,6629,5117,13569,64637,33416,17806,13415,127685,65744,13314,47859,4571,26279,5714,14794,4079,1692,35662,14031,3564,18067,69840,2222231,893952,893952,731468,18304,144180,176314,176314,9239,10935,37039,61753,57348,546726,301057,35803,52147,213107,84832,45505,14618,16153,8556,53898,9370,12264,8453,23811,106939,56773,28252,21914,217724,113241,22131,7360,83750,45093,10182,24884,7026,3001,59390,22984,6379,30027,387515
1130230,411909,411909,337636,7738,66535,83159,83159,3959,4886,19215,28273,26826,229599,131579,14352,23488,93739,33269,18048,5632,6059,3530,22646,3976,5249,3342,10079,42105,23290,10389,8426,88485,47348,8690,35928,2730,18537,4400,9949,2889,1299,22600,8069,2790,11741,317078,6,2010,2010-06-01,1087960,476230,476230,386437,10602,79191,93056,93056,5209,5971,17747,33741,30388,319192,171669,21779,28642,121248,51484,27550,8975,9992,4967,30651,5271,6520,5129,13731,65388,33823,18083,13482,127812,66510,13516,48465,4529,26264,5739,14811,4041,1673,35038,13467,3513,18058,71670,2218190,888139,888139,724073,18340,145726,176215,176215,9168,10857,36962,62014,57214,548791,303248,36131,52130,214987,84753,45598,14607,16051,8497,53297,9247,11769,8471,23810,107493,57113,28472,21908,216297,113858,22206,7259,84393,44801,10139,24760,6930,2972,57638,21536,6303,29799,388748
1141222,417203,417203,341248,7758,68197,83065,83065,3934,4872,18952,28380,26927,230323,131933,14536,22578,94819,33432,18233,5694,6079,3426,23035,4033,5515,3379,10108,41923,23173,10426,8324,88804,47246,8830,35710,2706,18561,4431,9885,2932,1313,22997,8382,2820,11795,321827,7,2010,2010-07-01,1103022,484823,484823,392621,10689,81513,93753,93753,5316,6024,17701,34013,30699,323045,173898,21970,27997,123931,51860,28083,9123,9762,4892,31097,5395,6689,5172,13841,66190,34375,18433,13382,128873,66950,13754,48743,4453,26344,5736,14904,4074,1630,35579,13662,3571,18346,72528,2244244,902026,902026,733869,18447,149710,176818,176818,9250,10896,36653,62393,57626,553368,305831,36506,50575,218750,85292,46316,14817,15841,8318,54132,9428,12204,8551,23949,108113,57548,28859,21706,217677,114196,22584,7159,84453,44905,10167,24789,7006,2943,58576,22044,6391,30141,394355
1144899,416592,416592,341041,7731,67820,83393,83393,3920,4884,19176,28296,27117,232957,133802,14958,23143,95701,33460,18151,5682,6121,3506,23360,4080,5720,3290,10270,42335,23385,10512,8438,89192,47435,9038,35667,2730,18706,4483,9956,2945,1322,23051,8381,2844,11826,322765,8,2010,2010-08-01,1119627,490430,490430,396831,10756,82843,95515,95515,5376,6064,17971,34860,31244,329744,177949,22461,28870,126618,52519,28457,9232,9896,4934,32033,5512,6999,5223,14299,67243,34917,18687,13639,130448,67655,14256,48796,4603,26631,5815,15006,4102,1708,36162,13991,3586,18585,73490,2264526,907022,907022,737872,18487,150663,178908,178908,9296,10948,37147,63156,58361,562701,311751,37419,52013,222319,85979,46608,14914,16017,8440,55393,9592,12719,8513,24569,109578,58302,29199,22077,219640,115090,23294,7333,84463,45337,10298,24962,7047,3030,59213,22372,6430,30411,396255
1150815,421356,421356,344944,7959,68453,82932,82932,3977,4976,19201,27867,26911,233715,133588,15067,22897,95624,33953,18604,5634,6217,3498,22987,4028,5558,3252,10149,43187,24230,10669,8288,88605,47253,8989,35639,2625,18398,4373,9805,2916,1304,22954,8248,2846,11860,324207,9,2010,2010-09-01,1141199,498388,498388,402568,11173,84647,96432,96432,5432,6294,18242,34520,31944,338471,181827,23111,29221,129495,54202,29507,9473,10211,5011,32750,5592,7366,5203,14589,69692,36462,19212,14018,132961,69008,14607,49675,4726,27353,6012,15433,4193,1715,36600,14082,3626,18892,74947,2292014,919744,919744,747512,19132,153100,179364,179364,9409,11270,37443,62387,58855,572186,315415,38178,52118,225119,88155,48111,15107,16428,8509,55737,9620,12924,8455,24738,112879,60692,29881,22306,221566,116261,23596,7351,85314,45751,10385,25238,7109,3019,59554,22330,6472,30752,399154
1154310,423073,423073,346035,7936,69102,83074,83074,3838,5008,19115,28354,26759,234628,133737,15083,22960,95694,34072,18551,5631,6353,3537,23449,4096,5602,3410,10341,43370,24200,10743,8427,88913,47688,8912,36128,2648,18323,4358,9683,2891,1391,22902,8189,2845,11868,324622,10,2010,2010-10-01,1153249,502182,502182,405839,11175,85168,98047,98047,5477,6306,18774,35126,32364,342821,184836,24087,29671,131078,54747,29849,9436,10320,5142,33153,5698,7136,5333,14986,70085,36661,19386,14038,133485,69699,14901,50295,4503,26994,5880,15200,4246,1668,36792,13923,3639,19230,76714,2307559,925255,925255,751874,19111,154270,181121,181121,9315,11314,37889,63480,59123,577449,318573,39170,52631,226772,88819,48400,15067,16673,8679,56602,9794,12738,8743,25327,113455,60861,30129,22465,222398,117387,23813,7151,86423,45317,10238,24883,7137,3059,59694,22112,6484,31098,401336
1166916,431200,431200,351228,8164,71808,83389,83389,4071,5144,19361,28573,26240,241010,136880,15625,23652,97603,34868,18906,5784,6591,3587,24010,4190,5825,3449,10546,45252,25187,11204,8861,91970,49212,9305,37172,2735,19062,4472,10214,2981,1395,23696,8602,2908,12186,319347,11,2010,2010-11-01,1168798,510659,510659,411758,11302,87599,98167,98167,5438,6359,18990,35453,31927,347987,187133,23707,30128,133298,55766,30400,9671,10446,5249,33560,5745,7176,5488,15151,71528,37355,19684,14489,135709,71085,15117,51446,4522,27410,5917,15615,4184,1694,37214,14128,3703,19383,76276,2335714,941859,941859,762986,19466,159407,181556,181556,9509,11503,38351,64026,58167,588997,324013,39332,53780,230901,90634,49306,15455,17037,8836,57570,9935,13001,8937,25697,116780,62542,30888,23350,227679,120297,24422,7257,88618,46472,10389,25829,7165,3089,60910,22730,6611,31569,395623
1181150,433841,433841,352591,8209,73041,85353,85353,4049,5210,20053,28992,27049,242729,137499,16110,23830,97559,35390,19175,5868,6664,3683,24198,4212,5935,3482,10569,45642,25343,11425,8874,93156,49832,9645,37372,2815,19293,4497,10344,3034,1418,24031,8702,2921,12408,326071,12,2010,2010-12-01,1182933,515355,515355,415043,11425,88887,99628,99628,5411,6365,19443,35874,32535,353938,190521,24347,30430,135744,56699,31007,9760,10663,5269,34263,5727,7286,5566,15684,72455,37750,20141,14564,137692,72024,15585,51828,4611,27920,6023,15931,4246,1720,37748,14353,3743,19652,76320,2364083,949196,949196,767634,19634,161928,184981,184981,9460,11575,39496,64866,59584,596667,328020,40457,54260,233303,92089,50182,15628,17327,8952,58461,9939,13221,9048,26253,118097,63093,31566,23438,230848,121856,25230,7426,89200,47213,10520,26275,7280,3138,61779,23055,6664,32060,402391
1182984,432759,432759,351521,7924,73314,85666,85666,4041,5119,20439,28979,27088,241467,136359,15947,23874,96538,35575,19347,5952,6566,3710,24138,4212,5961,3466,10499,45395,24898,11607,8890,93231,49849,9812,37273,2764,19376,4531,10395,3055,1395,24006,8660,2912,12434,329861,1,2011,2011-01-01,1183149,515050,515050,414738,11077,89235,100466,100466,5469,6287,19919,36058,32733,353643,190080,24426,30349,135305,57127,31357,9912,10539,5319,34452,5759,7451,5655,15587,71984,37260,20159,14565,138028,72052,15781,51678,4593,28043,5991,16067,4255,1730,37933,14327,3741,19865,75962,2366133,947809,947809,766259,19001,162549,186132,186132,9510,11406,40358,65037,59821,595110,326439,40373,54223,231843,92702,50704,15864,17105,9029,58590,9971,13412,9121,26086,117379,62158,31766,23455,231259,121901,25593,7357,88951,47419,10522,26462,7310,3125,61939,22987,6653,32299,405823
1181928,429409,429409,349265,7814,72330,85756,85756,4164,5151,20693,28925,26823,240023,134911,15534,23717,95660,35587,19263,5962,6661,3701,23940,4164,5917,3475,10384,45585,24966,11792,8827,92353,49334,9733,36805,2796,19129,4544,10233,2999,1353,23890,8628,2884,12378,334387,2,2011,2011-02-01,1200206,520747,520747,418429,11229,91089,102101,102101,5590,6379,20129,36796,33207,358940,192359,24991,30746,136622,58244,31959,10047,10873,5365,34948,5848,7512,5794,15794,73389,38137,20528,14724,139932,73123,16296,52203,4624,28405,6034,16333,4300,1738,38404,14530,3742,20132,78486,2382134,950156,950156,767694,19043,163419,187857,187857,9754,11530,40822,65721,60030,598963,327270,40525,54463,232282,93831,51222,16009,17534,9066,58888,10012,13429,9269,26178,118974,63103,32320,23551,232285,122457,26029,7420,89008,47534,10578,26566,7299,3091,62294,23158,6626,32510,412873
1194822,430774,430774,350063,7814,72897,86766,86766,4176,5178,20955,29415,27042,243292,137637,16059,23840,97738,35937,19509,5980,6651,3797,23930,4201,5743,3488,10498,45788,25172,11658,8958,93452,49661,9902,36996,2763,19330,4572,10284,3089,1385,24461,9064,2907,12490,340538,3,2011,2011-03-01,1214439,526006,526006,421633,11310,93063,103778,103778,5650,6464,20680,37326,33658,363650,194468,25160,31269,138039,59208,32620,10139,10940,5509,35517,5926,7490,5896,16205,74457,38734,20740,14983,141679,73971,16373,52929,4669,28734,6062,16595,4313,1764,38974,14756,3785,20433,79326,2409261,956780,956780,771696,19124,165960,190544,190544,9826,11642,41635,66741,60700,606942,332105,41219,55109,235777,95145,52129,16119,17591,9306,59447,10127,13233,9384,26703,120245,63906,32398,23941,235131,123632,26275,7432,89925,48064,10634,26879,7402,3149,63435,23820,6692,32923,419864
1209403,434047,434047,352337,7998,73712,87739,87739,4271,5341,21228,29531,27368,247087,139503,15771,24057,99675,36516,19817,6056,6795,3848,24165,4268,5919,3521,10457,46903,25907,11909,9087,94716,50263,10032,37426,2805,19557,4611,10424,3127,1395,24896,9271,2962,12663,345814,4,2011,2011-04-01,1233383,532322,532322,426497,11469,94356,105621,105621,5712,6641,21177,37740,34351,370947,197894,25496,31792,140606,60708,33439,10310,11341,5618,36359,6072,7671,6035,16581,75986,39670,21106,15210,143953,75272,16945,53640,4687,29021,6118,16750,4392,1761,39660,14992,3864,20804,80540,2442786,966369,966369,778834,19467,168068,193360,193360,9983,11982,42405,67271,61719,618034,337397,41267,55849,240281,97224,53256,16366,18136,9466,60524,10340,13590,9556,27038,122889,65577,33015,24297,238669,125535,26977,7492,91066,48578,10729,27174,7519,3156,64556,24263,6826,33467,426354
1183558,429608,429608,348580,7920,73108,85727,85727,4084,4728,21027,28979,26909,240339,136614,14912,23486,98216,34819,18420,5952,6570,3877,23026,3887,5727,3393,10019,45880,25110,11735,9035,90671,47705,8212,36736,2757,19140,4519,10290,2914,1417,23826,8470,2932,12424,337213,5,2011,2011-05-01,1228348,531377,531377,425546,11406,94425,104978,104978,5584,6310,21389,37816,33879,369304,197532,24911,31732,140889,60066,32622,10409,11340,5695,35770,5961,7487,6038,16284,75936,39445,21189,15302,141147,73266,15141,53399,4726,28868,6092,16806,4180,1790,39013,14393,3859,20761,81542,2411906,960985,960985,774126,19326,167533,190705,190705,9668,11038,42416,66795,60788,609643,334146,39823,55218,239105,94885,51042,16361,17910,9572,58796,9848,13214,9431,26303,121816,64555,32924,24337,231818,120971,23353,7483,90135,48008,10611,27096,7094,3207,62839,22863,6791,33185,418755
1198763,433112,433112,350400,8096,74616,86348,86348,4147,5227,20682,29062,27230,248317,140675,16187,24033,100455,36625,19869,6107,6825,3824,24056,4148,5852,3557,10499,46961,25682,12034,9245,93703,49788,9463,37544,2781,19185,4622,10093,3041,1429,24730,9115,2969,12646,337283,6,2011,2011-06-01,1247276,537452,537452,429307,11679,96466,106411,106411,5639,6702,21415,38219,34436,376922,201396,26091,32397,142908,61891,34039,10617,11455,5780,36601,5914,7865,6154,16668,77034,40087,21449,15498,144771,75265,16504,53950,4811,29488,6114,17200,4381,1793,40018,15172,3908,20938,81720,2446039,970564,970564,779707,19775,171082,192759,192759,9786,11929,42097,67281,61666,625239,342071,42278,56430,243363,98516,53908,16724,18280,9604,60657,10062,13717,9711,27167,123995,65769,33483,24743,238474,125053,25967,7592,91494,48673,10736,27293,7422,3222,64748,24287,6877,33584,419003
1214674,437659,437659,353035,8499,76125,87651,87651,4177,5437,20903,29682,27452,250742,141483,16430,23564,101489,36869,19910,6221,6922,3816,24372,4221,5947,3593,10611,48018,26383,12176,9459,95595,51002,9795,38383,2824,19377,4651,10190,3080,1456,25216,9307,2978,12931,343027,7,2011,2011-07-01,1265469,542713,542713,432586,12023,98104,109594,109594,5790,6985,22569,39142,35108,383104,204430,26652,32319,145459,62592,34438,10757,11737,5660,37169,5991,7932,6248,16998,78913,41143,21940,15830,147413,77130,17009,55343,4778,29595,6239,17120,4439,1797,40688,15370,3990,21328,82645,2480143,980372,980372,785621,20522,174229,197245,197245,9967,12422,43472,68824,62560,633846,345913,43082,55883,246948,99461,54348,16978,18659,9476,61541,10212,13879,9841,27609,126931,67526,34116,25289,243008,128132,26804,7602,93726,48972,10890,27310,7519,3253,65904,24677,6968,34259,425672
1219579,438571,438571,353195,8493,76883,87654,87654,4322,5450,21229,29313,27340,251427,141642,16477,23634,101531,37200,20160,6203,6895,3942,24455,4261,5925,3598,10671,48130,26474,12129,9527,110883,50594,9687,38055,2852,35278,4661,10183,18990,1444,25011,9060,3011,12940,331044,8,2011,2011-08-01,1281749,548473,548473,436545,12118,99810,110720,110720,6119,7033,22841,39309,35418,389515,207374,27141,32863,147370,63940,35137,10896,11869,6038,37950,6112,8074,6371,17393,80251,41976,22239,16036,149114,77931,17155,55866,4910,30376,6184,17270,5110,1812,40807,15327,3993,21487,83927,2501328,987044,987044,789740,20611,176693,198374,198374,10441,12483,44070,68622,62758,640942,349016,43618,56497,248901,101140,55297,17099,18764,9980,62405,10373,13999,9969,28064,128381,68450,34368,25563,259997,128525,26842,7762,93921,65654,10845,27453,24100,3256,65818,24387,7004,34427,414971
1215711,436642,436642,349902,8429,78311,87897,87897,4315,5411,21192,29571,27408,252406,142281,16398,23834,102049,37540,20332,6209,7020,3979,24433,4247,5950,3593,10643,48152,26487,12210,9455,103930,50449,9633,38010,2806,28133,4609,10141,11990,1393,25348,9336,3008,13004,334836,9,2011,2011-09-01,1287998,549075,549075,436223,12170,100682,111174,111174,6112,7076,22991,39583,35412,394447,209771,27465,33169,149137,65075,35746,10950,12170,6209,38592,6262,8267,6500,17563,81009,42331,22524,16154,149734,78035,17460,55625,4950,30221,6260,17348,4839,1774,41478,15715,4008,21755,83568,2503709,985717,985717,786125,20599,178993,199071,199071,10427,12487,44183,69154,62820,646853,352052,43863,57003,251186,102615,56078,17159,19190,10188,63025,10509,14217,10093,28206,129161,68818,34734,25609,253664,128484,27093,7756,93635,58354,10869,27489,16829,3167,66826,25051,7016,34759,418404
1219753,441669,441669,353578,8554,79537,86740,86740,4189,5352,20853,29058,27288,251219,141710,15908,23833,101969,36975,19940,6229,6909,3897,24307,4246,5974,3532,10555,48227,26635,12093,9499,95047,49998,8811,38352,2835,19400,4644,10281,2994,1481,25649,9430,3062,13157,345078,10,2011,2011-10-01,1285599,552122,552122,437932,12207,101983,110113,110113,5942,7021,22847,38878,35425,391126,208251,25956,33117,149178,64332,35231,11029,11918,6154,37968,6106,8204,6254,17404,80575,42136,22345,16094,146213,75327,14639,55825,4863,29499,6183,17295,4197,1824,41387,15595,3988,21804,86025,2505352,993791,993791,791510,20761,181520,196853,196853,10131,12373,43700,67936,62713,642345,349961,41864,56950,251147,101307,55171,17258,18827,10051,62275,10352,14178,9786,27959,128802,68771,34438,25593,241260,125325,23450,7698,94177,48899,10827,27576,7191,3305,67036,25025,7050,34961,431103
1221054,442794,442794,353734,8656,80404,86675,86675,4228,5359,21075,29168,26845,252029,142158,16096,23612,102450,36758,19612,6309,6879,3958,24329,4236,5934,3548,10611,48784,26854,12296,9634,373424,49936,8630,38440,2866,297313,4689,10417,280740,1467,26175,9577,3135,13463,66132,11,2011,2011-11-01,1291615,554001,554001,438611,12205,103185,111099,111099,5950,7128,23201,39362,35458,393463,209725,26395,33096,150234,64131,35131,11057,11807,6136,38125,6091,8237,6234,17563,81482,42802,22549,16131,170790,75207,14358,55982,4867,53762,6220,17451,28258,1833,41821,15729,4029,22063,62262,2512669,996795,996795,792345,20861,183589,197774,197774,10178,12487,44276,68530,62303,645492,351883,42491,56708,252684,100889,54743,17366,18686,10094,62454,10327,14171,9782,28174,130266,69656,34845,25765,544214,125143,22988,7733,94422,351075,10909,27868,308998,3300,67996,25306,7164,35526,128394
1226270,443025,443025,352796,8711,81518,88230,88230,4334,5512,21741,29463,27180,253358,142621,16131,23912,102578,37610,20324,6352,6886,4048,24373,4268,5974,3604,10527,48754,26545,12377,9832,96067,50005,8887,38224,2894,19921,4766,10529,3167,1459,26141,9505,3154,13482,345590,12,2011,2011-12-01,1291153,553429,553429,437506,12168,103755,110458,110458,5951,7110,23150,38972,35275,394524,210616,26604,33319,150693,64779,35461,11059,11964,6295,38223,6097,8296,6284,17546,80906,42263,22437,16206,146953,74999,14521,55468,5010,30077,6221,17558,4450,1848,41877,15614,4087,22176,85789,2517423,996454,996454,790302,20879,185273,198688,198688,10285,12622,44891,68435,62455,647882,353237,42735,57231,253271,102389,55785,17411,18850,10343,62596,10365,14270,9888,28073,129660,68808,34814,26038,243020,125004,23408,7904,93692,49998,10987,28087,7617,3307,68018,25119,7241,35658,431379
1226769,442428,442428,351910,8654,81864,88617,88617,4291,5559,22169,29721,26877,252852,142179,16285,23689,102205,37835,20395,6417,6985,4038,24257,4209,5891,3628,10529,48581,26369,12459,9753,96013,50035,8840,38283,2912,19972,4822,10517,3165,1468,26006,9477,3162,13367,346859,1,2012,2012-01-01,1294618,554412,554412,437914,12165,104333,111326,111326,5824,7167,23332,39598,35405,395859,211249,27290,32655,151304,65016,35684,11162,11964,6206,38143,6049,8210,6318,17566,81451,42397,22764,16290,146975,75193,14590,55591,5012,30163,6271,17574,4479,1839,41619,15572,4015,22032,86046,2521387,996840,996840,789824,20819,186197,199943,199943,10115,12726,45501,69319,62282,648711,353428,43575,56344,253509,102851,56079,17579,18949,10244,62400,10258,14101,9946,28095,130032,68766,35223,26043,242988,125228,23430,7924,93874,50135,11093,28091,7644,3307,67625,25049,7177,35399,432905
1226796,443891,443891,353120,8688,82083,90096,90096,4364,5662,22477,30095,27498,252093,141935,16145,24426,101364,37496,19762,6476,7078,4180,24112,4289,5941,3638,10244,48550,26301,12573,9676,95915,49907,8833,38124,2950,20046,4870,10490,3213,1473,25962,9441,3180,13341,344801,2,2012,2012-02-01,1309993,559976,559976,441682,12278,106016,113586,113586,5945,7312,23829,40034,36466,400215,214041,27430,33692,152919,65330,35426,11347,12090,6467,38847,6113,8361,6443,17930,81997,42875,22753,16369,147918,75589,14634,55928,5027,30405,6296,17660,4578,1871,41924,15622,4013,22289,88298,2536789,1003867,1003867,794802,20966,188099,203682,203682,10309,12974,46306,70129,63964,652308,355976,43575,58118,254283,102826,55188,17823,19168,10647,62959,10402,14302,10081,28174,130547,69176,35326,26045,243833,125496,23467,7977,94052,50451,11166,28150,7791,3344,67886,25063,7193,35630,433099
